PING 192.168.241.13 (192.168.241.13) 56(84) bytes of data.
64 bytes from 192.168.241.13: icmp_seq=77 ttl=60 time=15.7 ms
64 bytes from 192.168.241.13: icmp_seq=78 ttl=60 time=14.6 ms
64 bytes from 192.168.241.13: icmp_seq=79 ttl=60 time=21.9 ms
64 bytes from 192.168.241.13: icmp_seq=80 ttl=60 time=26.5 ms
64 bytes from 192.168.241.13: icmp_seq=81 ttl=60 time=18.8 ms
64 bytes from 192.168.241.13: icmp_seq=82 ttl=60 time=18.3 ms
64 bytes from 192.168.241.13: icmp_seq=83 ttl=60 time=16.5 ms
64 bytes from 192.168.241.13: icmp_seq=84 ttl=60 time=20.9 ms
64 bytes from 192.168.241.13: icmp_seq=85 ttl=60 time=18.9 ms
64 bytes from 192.168.241.13: icmp_seq=86 ttl=60 time=22.7 ms
64 bytes from 192.168.241.13: icmp_seq=87 ttl=60 time=26.5 ms
64 bytes from 192.168.241.13: icmp_seq=88 ttl=60 time=36.1 ms
64 bytes from 192.168.241.13: icmp_seq=89 ttl=60 time=18.8 ms
64 bytes from 192.168.241.13: icmp_seq=90 ttl=60 time=18.2 ms
64 bytes from 192.168.241.13: icmp_seq=91 ttl=60 time=32.8 ms
64 bytes from 192.168.241.13: icmp_seq=92 ttl=60 time=19.8 ms
64 bytes from 192.168.241.13: icmp_seq=93 ttl=60 time=19.5 ms
64 bytes from 192.168.241.13: icmp_seq=94 ttl=60 time=16.6 ms
