PING 192.168.67.2 (192.168.67.2) 56(84) bytes of data.
64 bytes from 192.168.67.2: icmp_seq=35 ttl=60 time=26.6 ms
64 bytes from 192.168.67.2: icmp_seq=36 ttl=60 time=20.7 ms
64 bytes from 192.168.67.2: icmp_seq=37 ttl=60 time=13.5 ms
64 bytes from 192.168.67.2: icmp_seq=38 ttl=60 time=20.7 ms
64 bytes from 192.168.67.2: icmp_seq=39 ttl=60 time=18.8 ms
64 bytes from 192.168.67.2: icmp_seq=40 ttl=60 time=23.6 ms
64 bytes from 192.168.67.2: icmp_seq=41 ttl=60 time=20.6 ms
64 bytes from 192.168.67.2: icmp_seq=42 ttl=60 time=18.7 ms
64 bytes from 192.168.67.2: icmp_seq=43 ttl=60 time=27.0 ms
64 bytes from 192.168.67.2: icmp_seq=44 ttl=60 time=16.5 ms
64 bytes from 192.168.67.2: icmp_seq=45 ttl=60 time=28.5 ms
64 bytes from 192.168.67.2: icmp_seq=46 ttl=60 time=16.9 ms
64 bytes from 192.168.67.2: icmp_seq=47 ttl=60 time=20.5 ms
64 bytes from 192.168.67.2: icmp_seq=48 ttl=60 time=19.0 ms
64 bytes from 192.168.67.2: icmp_seq=49 ttl=60 time=17.6 ms
64 bytes from 192.168.67.2: icmp_seq=50 ttl=60 time=20.6 ms
64 bytes from 192.168.67.2: icmp_seq=51 ttl=60 time=18.6 ms
64 bytes from 192.168.67.2: icmp_seq=52 ttl=60 time=16.7 ms
64 bytes from 192.168.67.2: icmp_seq=53 ttl=60 time=19.6 ms
64 bytes from 192.168.67.2: icmp_seq=54 ttl=60 time=17.9 ms
64 bytes from 192.168.67.2: icmp_seq=55 ttl=60 time=16.4 ms
64 bytes from 192.168.67.2: icmp_seq=56 ttl=60 time=19.8 ms
64 bytes from 192.168.67.2: icmp_seq=57 ttl=60 time=18.4 ms
64 bytes from 192.168.67.2: icmp_seq=58 ttl=60 time=16.7 ms
64 bytes from 192.168.67.2: icmp_seq=59 ttl=60 time=19.8 ms
64 bytes from 192.168.67.2: icmp_seq=60 ttl=60 time=18.9 ms
64 bytes from 192.168.67.2: icmp_seq=61 ttl=60 time=17.4 ms
64 bytes from 192.168.67.2: icmp_seq=62 ttl=60 time=21.7 ms
64 bytes from 192.168.67.2: icmp_seq=63 ttl=60 time=19.8 ms
64 bytes from 192.168.67.2: icmp_seq=64 ttl=60 time=17.7 ms
64 bytes from 192.168.67.2: icmp_seq=65 ttl=60 time=16.4 ms
64 bytes from 192.168.67.2: icmp_seq=66 ttl=60 time=14.8 ms
64 bytes from 192.168.67.2: icmp_seq=67 ttl=60 time=17.6 ms
64 bytes from 192.168.67.2: icmp_seq=68 ttl=60 time=20.7 ms
64 bytes from 192.168.67.2: icmp_seq=69 ttl=60 time=19.6 ms
64 bytes from 192.168.67.2: icmp_seq=70 ttl=60 time=17.5 ms
64 bytes from 192.168.67.2: icmp_seq=71 ttl=60 time=20.8 ms
64 bytes from 192.168.67.2: icmp_seq=72 ttl=60 time=18.6 ms
64 bytes from 192.168.67.2: icmp_seq=73 ttl=60 time=16.7 ms
64 bytes from 192.168.67.2: icmp_seq=74 ttl=60 time=25.7 ms
64 bytes from 192.168.67.2: icmp_seq=75 ttl=60 time=18.6 ms
64 bytes from 192.168.67.2: icmp_seq=76 ttl=60 time=21.7 ms
64 bytes from 192.168.67.2: icmp_seq=77 ttl=60 time=14.5 ms
64 bytes from 192.168.67.2: icmp_seq=78 ttl=60 time=16.8 ms
64 bytes from 192.168.67.2: icmp_seq=79 ttl=60 time=20.6 ms
64 bytes from 192.168.67.2: icmp_seq=80 ttl=60 time=18.6 ms
64 bytes from 192.168.67.2: icmp_seq=81 ttl=60 time=26.6 ms
64 bytes from 192.168.67.2: icmp_seq=82 ttl=60 time=15.8 ms
64 bytes from 192.168.67.2: icmp_seq=83 ttl=60 time=14.6 ms
64 bytes from 192.168.67.2: icmp_seq=84 ttl=60 time=16.7 ms
64 bytes from 192.168.67.2: icmp_seq=85 ttl=60 time=15.7 ms
64 bytes from 192.168.67.2: icmp_seq=86 ttl=60 time=18.5 ms
64 bytes from 192.168.67.2: icmp_seq=87 ttl=60 time=20.9 ms
64 bytes from 192.168.67.2: icmp_seq=88 ttl=60 time=19.7 ms
64 bytes from 192.168.67.2: icmp_seq=89 ttl=60 time=13.4 ms
64 bytes from 192.168.67.2: icmp_seq=90 ttl=60 time=16.7 ms
64 bytes from 192.168.67.2: icmp_seq=91 ttl=60 time=18.7 ms
64 bytes from 192.168.67.2: icmp_seq=92 ttl=60 time=16.5 ms
64 bytes from 192.168.67.2: icmp_seq=93 ttl=60 time=29.7 ms
64 bytes from 192.168.67.2: icmp_seq=94 ttl=60 time=17.7 ms
