# TimeStamp(s) Sum Stdev
1 23.9 0
2 27.4 0
3 20.9 1.75
4 19.8 2.65623
5 19.2 2.95042
6 23.7 3.04539
7 16.9 2.83279
8 19.6 3.2704
9 17.6 3.13598
10 16.8 3.19166
11 19.7 3.27957
12 18.1 3.13717
13 17.2 3.07598
14 20.9 3.06858
15 29.6 2.96484
16 17.6 3.71409
17 20.7 3.67627
18 19.1 3.56667
19 18 3.48238
20 16.6 3.43456
21 19.8 3.44605
22 14.7 3.3639
23 17.5 3.47694
24 20.4 3.43555
25 19.1 3.36538
26 17.7 3.30041
27 20.9 3.26123
28 19.6 3.20813
29 18.5 3.15045
30 17.5 3.10405
31 25.8 3.07748
32 25.6 3.21753
33 17.9 3.32206
34 16.8 3.29132
35 21.9 3.2859
36 15.9 3.25648
37 14.8 3.278
38 18.7 3.33362
39 20.6 3.29311
40 19.8 3.25414
41 17.6 3.21327
42 21 3.18986
43 15.7 3.15868
44 13.6 3.17806
45 20.9 3.2649
46 19.6 3.23574
47 17.9 3.20044
48 16.5 3.17421
49 15.9 3.16868
50 14.5 3.17426
51 13.5 3.21328
52 20.6 3.27831
53 29.2 3.25327
54 22.7 3.50228
55 20.8 3.49972
56 25.7 3.47301
57 19.7 3.54165
58 17.6 3.51054
59 20.7 3.48903
60 20.2 3.46293
61 17.5 3.43512
62 20.7 3.41641
63 18.8 3.39223
64 19 3.36634
65 17.4 3.34048
66 21.7 3.32455
67 25.9 3.31072
68 19.1 3.37682
69 17.7 3.35239
70 30.8 3.33551
71 19.7 3.57085
72 17.7 3.54562
73 20.6 3.52871
74 19.1 3.5061
75 23.5 3.483
76 20.8 3.48732
77 26.6 3.46643
78 14.6 3.5302
79 17.4 3.55659
80 16.7 3.54391
81 19 3.53783
82 17.6 3.51677
83 20.9 3.50279
84 19.5 3.48423
85 17.6 3.46349
86 16.9 3.45034
87 19.7 3.4429
88 17.8 3.42307
89 50.7 3.40904
90 25.8 4.71539
91 19.7 4.72902
92 17.8 4.70308
93 17.3 4.68307
94 21.9 4.66608
95 26.6 4.64546
96 15.8 4.67006
97 17.7 4.66567
98 22.7 4.6474
99 26.7 4.63169
100 16.8 4.65654
101 21.9 4.64466
102 20.8 4.62526
103 19.6 4.6031
104 24.6 4.58093
105 19.4 4.58028
106 15 4.55894
107 18.6 4.56412
108 17.6 4.54489
109 26.7 4.52984
110 16.7 4.55379
111 19.9 4.54438
112 19.7 4.52389
113 19.1 4.50377
114 19.1 4.48467
115 18.8 4.46581
116 15.1 4.44781
117 19.1 4.45187
118 19 4.43353
119 19.1 4.4156
120 19.1 4.3977
121 19.1 4.38003
122 19.2 4.36256
123 30.1 4.34515
124 30 4.42274
125 19 4.49449
126 19 4.47754
127 19.1 4.46078
128 25.1 4.44402
129 18.8 4.44873
130 24.9 4.43294
131 19 4.43573
132 15.1 4.41987
133 15 4.42463
134 19.1 4.42983
135 19.2 4.41403
136 19.1 4.39825
137 15.1 4.38278
138 19.5 4.38688
139 19.1 4.37116
140 19 4.35606
141 19.2 4.34126
142 19 4.32634
143 25.1 4.31184
144 19.1 4.31799
145 15.2 4.30362
146 18.7 4.30708
147 17.8 4.29356
148 17.8 4.28259
149 23.6 4.2717
150 12.8 4.2679
151 12.7 4.29325
152 20.7 4.31869
153 22.1 4.30501
154 20.7 4.29471
155 19.8 4.28126
156 29.6 4.26743
157 18.6 4.3239
158 17.9 4.31143
159 18.7 4.30079
160 21 4.28833
161 19.6 4.27576
162 13.8 4.26254
163 17.2 4.27628
164 20.8 4.26827
165 19.7 4.25587
166 27.8 4.24297
167 26.5 4.27448
168 19.5 4.29183
169 17.8 4.27919
170 16.7 4.2697
